Copyright (c) 2007 <<Your Company Name here>>
AB - TBLREL_USER_GROUP Table Monitoring
Print date:
2020-02-27T08:00:31
Description:
Clinton Fung requested report
Filter by:
Rules = Monitor_Specific_Tables; DBMSs IN NpwGsdSql1\SQL01( NpwGsdSql1.africanbank.net) \  NpwGspSql1\SQL01( NpwGspSql1.africanbank.net) \  NpwGsuSql1\SQL01( NpwGsuSql1.africanbank.net) \  NpwGsuSql2\SQL01( NpwGsuSql2.africanbank.net); Execution Time IN Last 24 Hours

Alert ID, DBMS, Execution Time, Session Id, Executing User, IP, Hostname, SQL, Accessed Objects, Cmd Type, Logon Time
230859119000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:43, 1649, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:23
230859118000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:39, 1648, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:07
230859117000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:37, 1649, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:23
230859113000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:21, 1662, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:11
230859114000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:21, 1667, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:21
230859112000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:17, 1663, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859105000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:15, 1664, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859110000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:15, 1664, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859111000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:15, 1663, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859102000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:13, 1667, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:21
230859103000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:13, 1648, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:07
230859104000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:13, 1666, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:21
230859101000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:10, 1649, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:23
230859100000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:08, 1666, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:21
230859099000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:06, 1648, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:07
230859097000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:00, 1667, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:21
230859098000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:49:00, 1662, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:11
230859096000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:58, 1662, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:11
230859094000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:56, 1649, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:23
230859095000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:56, 1665, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859085000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:50, 1648, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:07
230859084000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:48, 1666, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:21
230859083000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:44, 1667, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:21
230859082000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:42, 1663, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859080000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:38, 1663, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859081000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:38, 1664, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859077000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:36, 1648, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:07
230859078000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:36, 1649, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:23
230859079000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:36, 1664, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859074000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:32, 1664, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859073000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:30, 1662, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:11
230859070000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:20, 1667, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:21
230859071000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:20, 1666, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:21
230859072000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:20, 1649, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:23
230859069000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:16, 1666, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:21
230859065000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:08, 1649, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:23
230859064000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:48:02, 1663, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859061000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:47:56, 1663, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859060000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:47:54, 1648, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:07
230859047000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:47:52, 1663, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859046000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:47:50, 1667, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:21
230859045000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:47:46, 1648, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:29:07
230859042000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:47:38, 1665, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859043000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:47:38, 1665, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859044000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:47:38, 1662, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:11
230859041000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:47:36, 1663, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGGROUP = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859036000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:47:30, 1664, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLREL_USER_GROUP WHERE IDTHINGUSER = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859033000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:47:22, 1664, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:14
230859032000, NpwGspSql1\SQL01( NpwGspSql1.africanbank.net), 2020-02-27T03:47:20, 1662, saguser, 10.130.124.236, nplgp4mw3.africanbank.net, (@P1 int)DELETE FROM TBLGROUP WHERE IDTHING = @P1, TBLREL_USER_GROUP(TABLE) Owner:wm82p4aomw.dbo \  TBLGROUP(TABLE) Owner:wm82p4aomw.dbo, DELETE, 2020-02-27T03:30:11
